,action_name,action,reward,episode reward,epoch reward,total reward,lives,end of episode,end of epoch,info,episode,episode step,epoch,epoch step,step,action 0 episode sum,action 0 total sum,action 1 episode sum,action 1 total sum,action 2 episode sum,action 2 total sum,action 3 episode sum,action 3 total sum,action 4 episode sum,action 4 total sum,action 5 episode sum,action 5 total sum,action 6 episode sum,action 6 total sum,action 7 episode sum,action 7 total sum,action 8 episode sum,action 8 total sum
5725,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1302,6,1303,5725,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,12,3876
5726,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1303,6,1304,5726,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,13,3877
5727,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1304,6,1305,5727,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,14,3878
5728,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1305,6,1306,5728,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,15,3879
5729,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1306,6,1307,5729,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,16,3880
5730,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1307,6,1308,5730,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,17,3881
5731,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1308,6,1309,5731,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,18,3882
5732,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1309,6,1310,5732,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,19,3883
5733,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1310,6,1311,5733,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,20,3884
5734,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1311,6,1312,5734,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,21,3885
5735,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1312,6,1313,5735,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,22,3886
5736,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1313,6,1314,5736,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,23,3887
5737,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1314,6,1315,5737,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,24,3888
5738,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1315,6,1316,5738,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,25,3889
5739,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1316,6,1317,5739,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,26,3890
5740,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1317,6,1318,5740,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,27,3891
5741,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1318,6,1319,5741,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,28,3892
5742,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1319,6,1320,5742,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,29,3893
5743,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1320,6,1321,5743,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,30,3894
5744,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1321,6,1322,5744,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,31,3895
5745,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1322,6,1323,5745,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,32,3896
5746,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1323,6,1324,5746,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,33,3897
5747,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1324,6,1325,5747,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,34,3898
5748,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1325,6,1326,5748,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,35,3899
5749,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1326,6,1327,5749,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,36,3900
5750,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1327,6,1328,5750,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,37,3901
5751,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1328,6,1329,5751,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,38,3902
5752,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1329,6,1330,5752,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,39,3903
5753,DOWNLEFT,8,0.0,0.0,0.0,10.0,5,False,False,{'ale.lives': 5},7,1330,6,1331,5753,1281,1518,0,45,2,40,1,49,2,43,0,49,2,60,2,45,40,3904
5754,DOWNLEFT,8,0.0,0.0,0.0,10.0,4,True,True,{'ale.lives': 4},8,1,7,1,5754,0,1518,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5755,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,2,7,2,5755,1,1519,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5756,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,3,7,3,5756,2,1520,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5757,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,4,7,4,5757,3,1521,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5758,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,5,7,5,5758,4,1522,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5759,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,6,7,6,5759,5,1523,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5760,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,7,7,7,5760,6,1524,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5761,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,8,7,8,5761,7,1525,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5762,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,9,7,9,5762,8,1526,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5763,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,10,7,10,5763,9,1527,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5764,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,11,7,11,5764,10,1528,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5765,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,12,7,12,5765,11,1529,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5766,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,13,7,13,5766,12,1530,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5767,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,14,7,14,5767,13,1531,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5768,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,15,7,15,5768,14,1532,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5769,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,16,7,16,5769,15,1533,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5770,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,17,7,17,5770,16,1534,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5771,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,18,7,18,5771,17,1535,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5772,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,19,7,19,5772,18,1536,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5773,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,20,7,20,5773,19,1537,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5774,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,21,7,21,5774,20,1538,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5775,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,22,7,22,5775,21,1539,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5776,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,23,7,23,5776,22,1540,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5777,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,24,7,24,5777,23,1541,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5778,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,25,7,25,5778,24,1542,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5779,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,26,7,26,5779,25,1543,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5780,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,27,7,27,5780,26,1544,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5781,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,28,7,28,5781,27,1545,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5782,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,29,7,29,5782,28,1546,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5783,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,30,7,30,5783,29,1547,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5784,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,31,7,31,5784,30,1548,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5785,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,32,7,32,5785,31,1549,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5786,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,33,7,33,5786,32,1550,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5787,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,34,7,34,5787,33,1551,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5788,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,35,7,35,5788,34,1552,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5789,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,36,7,36,5789,35,1553,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5790,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,37,7,37,5790,36,1554,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5791,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,38,7,38,5791,37,1555,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5792,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,39,7,39,5792,38,1556,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5793,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,40,7,40,5793,39,1557,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5794,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,41,7,41,5794,40,1558,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5795,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,42,7,42,5795,41,1559,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5796,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,43,7,43,5796,42,1560,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5797,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,44,7,44,5797,43,1561,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5798,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,45,7,45,5798,44,1562,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5799,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,46,7,46,5799,45,1563,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5800,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,47,7,47,5800,46,1564,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5801,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,48,7,48,5801,47,1565,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5802,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,49,7,49,5802,48,1566,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5803,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,50,7,50,5803,49,1567,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5804,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,51,7,51,5804,50,1568,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5805,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,52,7,52,5805,51,1569,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5806,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,53,7,53,5806,52,1570,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5807,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,54,7,54,5807,53,1571,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5808,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,55,7,55,5808,54,1572,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5809,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,56,7,56,5809,55,1573,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5810,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,57,7,57,5810,56,1574,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5811,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,58,7,58,5811,57,1575,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5812,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,59,7,59,5812,58,1576,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5813,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,60,7,60,5813,59,1577,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5814,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,61,7,61,5814,60,1578,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5815,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,62,7,62,5815,61,1579,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5816,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,63,7,63,5816,62,1580,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5817,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,64,7,64,5817,63,1581,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5818,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,65,7,65,5818,64,1582,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5819,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,66,7,66,5819,65,1583,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5820,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,67,7,67,5820,66,1584,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5821,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,68,7,68,5821,67,1585,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5822,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,69,7,69,5822,68,1586,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5823,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,70,7,70,5823,69,1587,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5824,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,71,7,71,5824,70,1588,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5825,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,72,7,72,5825,71,1589,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5826,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,73,7,73,5826,72,1590,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5827,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,74,7,74,5827,73,1591,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5828,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,75,7,75,5828,74,1592,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5829,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,76,7,76,5829,75,1593,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5830,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,77,7,77,5830,76,1594,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5831,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,78,7,78,5831,77,1595,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5832,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,79,7,79,5832,78,1596,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5833,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,80,7,80,5833,79,1597,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5834,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,81,7,81,5834,80,1598,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5835,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,82,7,82,5835,81,1599,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5836,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,83,7,83,5836,82,1600,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5837,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,84,7,84,5837,83,1601,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5838,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,85,7,85,5838,84,1602,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5839,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,86,7,86,5839,85,1603,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5840,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,87,7,87,5840,86,1604,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5841,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,88,7,88,5841,87,1605,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5842,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,89,7,89,5842,88,1606,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5843,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,90,7,90,5843,89,1607,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5844,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,91,7,91,5844,90,1608,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5845,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,92,7,92,5845,91,1609,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5846,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,93,7,93,5846,92,1610,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5847,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,94,7,94,5847,93,1611,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5848,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,95,7,95,5848,94,1612,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5849,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,96,7,96,5849,95,1613,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5850,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,97,7,97,5850,96,1614,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5851,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,98,7,98,5851,97,1615,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5852,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,99,7,99,5852,98,1616,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5853,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,100,7,100,5853,99,1617,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5854,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,101,7,101,5854,100,1618,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5855,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,102,7,102,5855,101,1619,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5856,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,103,7,103,5856,102,1620,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5857,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,104,7,104,5857,103,1621,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5858,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,105,7,105,5858,104,1622,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5859,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,106,7,106,5859,105,1623,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5860,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,107,7,107,5860,106,1624,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5861,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,108,7,108,5861,107,1625,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5862,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,109,7,109,5862,108,1626,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5863,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,110,7,110,5863,109,1627,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5864,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,111,7,111,5864,110,1628,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5865,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,112,7,112,5865,111,1629,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5866,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,113,7,113,5866,112,1630,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5867,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,114,7,114,5867,113,1631,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5868,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,115,7,115,5868,114,1632,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5869,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,116,7,116,5869,115,1633,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5870,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,117,7,117,5870,116,1634,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
5871,NOOP,0,0.0,0.0,0.0,10.0,4,False,False,{'ale.lives': 4},8,118,7,118,5871,117,1635,0,45,0,40,0,49,0,43,0,49,0,60,0,45,1,3905
